name,"Country of Origin","Unit of Quantity",Product description,product_code
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, with connector pin for unipolar coagulation, duck-bill jaws length 15 mm, blunt, single action jaws, consisting of: 33123 Plastic Handle, with ratchet 33400 Outer Tube, insulated 33410 MT Forceps Insert",33423MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, with connector pin for unipolar coagulation, length of jaws 10 mm, conical, blunt, single action jaws, consisting of: 33123 Plastic Handle, with hemostat style 33400 Outer Tube, insulated 33410 MV Forceps Insert",33423MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, single action jaws, consisting of: 33123 Plastic Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 ON Forceps Insert",33423ON
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, right angled, double action jaws, consisting of: 33123 Plastic Handle with hemostat style ratchet 33400 Outer Tube, insulated 33410 R Forceps Insert",33423R
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, heavy, double action jaws, consisting of: 33123 Plastic Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 UL Forceps Insert",33423UL
CLICKLINE VANCAILLE Mesoovarian Forceps,DE,pc,"CLICKLINE VANAILLIE Meso-ovarian Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33123 Plastic Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 VA Forceps Insert",33423VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33123 Plastic Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 WTD Forceps Insert",33423WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 A Forceps Insert",33426A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 AF Forceps Insert",33426AF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, distally micro-toothed, slender, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube,insulated 33410 AK Forceps Insert",33426AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, jaws with multiple teeth, fenestrated, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 BA Forceps Insert",33426BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, jaws with multiple teeth, fenestrated, long, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 BB Forceps Insert",33426BB
CLICKLINE Bowel Forceps,DE,pc,"CLICKLINE Bowel Grasper, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 C Forceps Insert",33426C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, curved, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 CC Forceps Insert",33426CC
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, fenestrated, length of jaws 18 mm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 CK Forceps Insert",33426CK
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, double spoon, jaws with multiple teeth, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 D Forceps Insert",33426D
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 DF Forceps Insert",33426DF
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, with narrow and curved jaws, atraumatic,double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 DK Forceps Insert",33426DK
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, """"""Dolphin Nose"""", rotating with connector"" pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 DN Forceps Insert",33426DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 DY Forceps Insert",33426DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33126 Plastic Handle, with disengageable ratchet 33400 Outer Tube, insulated 33410 DYD Forceps Insert",33426DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 FG Forceps Insert",33426FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, 2x3 teeth, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 FM Forceps Insert",33426FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, with 2x4 teeth, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 G Forceps Insert",33426G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length ""43 cm,""""alligator jaws"""", double action"" jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 HM Forceps Insert",33426HM
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 KJ Forceps Insert",33426KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, hollow jaws, single action jaws, consisting of: 33126 Plastic handle with disengageable ratchet 33400 Outer Tube, insulated 33410 LF Forceps Insert",33426LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, with connector pin for unipolar coagulation, hollow jaws double action jaws, length 43 cm, size 5 mm, consisting of: 33126 Metal Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 LFD Forceps Insert",33426LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MD Forceps Insert",33426MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, jaws with multiple teeth, width of jaws 4,8 mm, single action jaws, consisting of: 33126 Plastic-Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 ME Forceps Insert",33426ME
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, ""Tiger-jaws"", 2x4 teeth, single action jaws, consisting of: 33126 PLastic-Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MG Forceps Insert",33426MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, long, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 ML Forceps Insert",33426ML
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, with slender, long and curved jaws, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MM Forceps Insert",33426MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, slender, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MN Forceps Insert",33426MN
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 15 mm, blunt, single action jaws, consisting of: 33126 Plastic-Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MR Forceps Insert",33426MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 10 mm, blunt, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MS Forceps Insert",33426MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 15 mm, blunt, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MT Forceps Insert",33426MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, length of jaws 10 mm, conical, blunt, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 MV Forceps Insert",33426MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, single action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 ON Forceps Insert",33426ON
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, right angled, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 R Forceps Insert",33426R
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, heavy, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 UL Forceps Insert",33426UL
CLICKLINE Mesoovarian Forceps,DE,pc,"CLICKLINE VANCAILLIE Meso- ovarian Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 VA Forceps Insert",33426VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33126 Plastic Handle with disengageable ratchet 33400 Outer Tube, insulated 33410 WTD Forceps Insert",33426WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 A Forceps Insert",33431A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 AF Forceps Insert",33431AF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, distally micro-toothed, slender, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube,insulated 33410 AK Forceps Insert",33431AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth, fenestrated, single action jaw, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 BA Forceps Insert",33431BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth, fenestrated, long, single action jaw, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 BB Forceps Insert",33431BB
CLICKLINE Bowel Forceps,DE,pc,"CLICKLINE Bowel Grasper, rotating, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 C Forceps Insert",33431C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, curved, single action jaws, consisting of: 33131 Metal Handle without ratchet 33400 Outer Tube, insulated 33410 CC Forceps Insert",33431CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33131 Metal Handle, without ratchet 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33431CK
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, fenestrated, long, single action jaws, consisting of: 33131 Metal Handle without ratchet 33400 Outer Tube, insulated 33410 CL Forceps Insert",33431CL
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double spoon, with multiple teeth, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 D Forceps Insert",33431D
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 DF Forceps Insert",33431DF
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, curved and slender jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33131 Metal Handle, without ratchet 33400 Metal Outer Sheath, insulated 33410 DK Forceps Insert",33431DK
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, """"""Dolphin Nose"""", rotating, size 5 mm,"" length 43 cm, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 DN Forceps Insert",33431DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 DY Forceps Insert",33431DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33131 Metal Handle, without ratchet 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33431DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 FG Forceps Insert",33431FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Grasping Forceps, rotating, 2 x 3 teeth, size 5 mm, length 43 cm, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 FM Forceps Insert",33431FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, with 2 x 4 teeth, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer tube, insulated 33410 G Forceps Insert",33431G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, size 5 mm, length 43 cm,""alligator jaws"", double action jaws, consisting of: 33131 Metall Handle, without ratchet 33400 Outer Tube, insulated 33410 HM Forceps Insert",33431HM
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm double action jaws, consisting of: 33131 Metal-Handle, without ratchet 33400 Outer Tube, insulated 33410 KJ Forceps Insert",33431KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, size 5 mm, length 43 cm, hollow jaws, single action jaws, consisting of: 33131 Metal handle without ratchet 33400 Outer Tube, insulated 33410 LF Forceps Insert",33431LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33131 Metal Handle, without ratchet 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33431LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33131 Metal-Handle, without ratchet 33400 Outer Tube, insulated 33410 MD Forceps Insert",33431MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, jaws with multiple teeth, width of jaws 4.8 mm, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 ME Forceps Insert",33431ME
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, ""Tiger jaws"", 2 x 4 Z�hne, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MG Zangeneinsatz",33431MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, long, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, without ratchet 33410 ML Forceps Insert",33431ML
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, with slender, long and curved jaws, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MM Forceps Insert",33431MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, slender, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MN Forceps Insert",33431MN
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duck-bill jaws length 15 mm, blunt, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MR Forceps Insert",33431MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, duck-bill jaws length 10 mm, blunt, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MS Forceps Insert",33431MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duck-bill jaws, length 15 cm, blunt, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MT Forceps Insert",33431MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, length of jaws 10 mm, conical, blunt, single action jaws, consisting of 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 MV Forceps Insert",33431MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 ON Forceps Insert",33431ON
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, right angled, single action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 R Forceps Insert",33431R
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, heavy, double action jaws, consisting of. 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 UL Forceps Insert",33431UL
CLICKLINE SAWALHE Ovary Grasp. Forceps,DE,pc,"CLICKLINE SAWALHE Tissue Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 UM Forceps Insert",33431UM
CLICKLINE Mesoovarian Forceps,DE,pc,"CLICKLINE VANCAILLIE Meso- ovarian Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33131 Metal Handle, without ratchet 33400 Outer Tube, insulated 33410 VA Forceps Insert",33431VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33131 Metal Handle, without ratchet 33400 Metal Outer Sheath, insulated 33410 WTD Forceps Insert",33431WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 A Forceps Insert",33432A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 AF Forceps Insert",33432AF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, distally micro-toothed, slender, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube,insulated 33410 AK Forceps Insert",33432AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth, fenestrated, single action jaw, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 BA Forceps Insert",33432BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth, fenestrated, long, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 BB Forceps Insert",33432BB
CLICKLINE Bowel Forceps,DE,pc,"CLICKLINE Bowel Grasper, rotating, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 C Forceps Insert",33432C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, curved, single action jaws, consisting of: 33132 Metal Handle, with MANHES ratchet 33400 Outer Tube, insulated 33410 CC Forceps Insert",33432CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33432CK
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, fenestrated, long, single action jaws, consisting of: 33132 Metal Handle with MANHES style ratchet 33400 Outer Tube, insulated 33410 CL Forceps Insert",33432CL
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double spoon, with multiple teeth, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 D Forceps Insert",33432D
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 DF Forceps Insert",33432DF
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, without connector pin for unipolar coagulation, size 5 mm, length 43 cm, with narrow and curved jaws, atraumatic,double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 DK Forceps Insert",33432DK
